Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
 2.910000e+02	 5.95689928e-02	-3.33343101e+00	 3.58486272e+04	 0.00000000e+00	 2.1667e+17	 3.2664e-37	 1.0000e+15
 2.920000e+02	 5.99274790e-02	-3.33307252e+00	 3.54433245e+04	 0.00000000e+00	 2.1378e+17	 3.3120e-37	 1.0000e+15
 2.930000e+02	 6.02819123e-02	-3.33271809e+00	 3.50433899e+04	 0.00000000e+00	 2.1097e+17	 3.3577e-37	 1.0000e+15
 2.940000e+02	 6.06323462e-02	-3.33236765e+00	 3.46486956e+04	 0.00000000e+00	 2.0822e+17	 3.4036e-37	 1.0000e+15
 2.950000e+02	 6.09788331e-02	-3.33202117e+00	 3.42591175e+04	 0.00000000e+00	 2.0553e+17	 3.4495e-37	 1.0000e+15
 2.960000e+02	 6.13214243e-02	-3.33167858e+00	 3.38745350e+04	 0.00000000e+00	 2.0291e+17	 3.4955e-37	 1.0000e+15
 2.970000e+02	 6.16601697e-02	-3.33133983e+00	 3.34948313e+04	 0.00000000e+00	 2.0035e+17	 3.5416e-37	 1.0000e+15
 2.980000e+02	 6.19951180e-02	-3.33100488e+00	 3.31198931e+04	 0.00000000e+00	 1.9784e+17	 3.5878e-37	 1.0000e+15
 2.990000e+02	 6.23263169e-02	-3.33067368e+00	 3.27496100e+04	 0.00000000e+00	 1.9540e+17	 3.6341e-37	 1.0000e+15
 3.000000e+02	 6.26538130e-02	-3.33034619e+00	 3.23838754e+04	 0.00000000e+00	 1.9301e+17	 3.6804e-37	 1.0000e+15
 3.010000e+02	 6.29776518e-02	-3.33002235e+00	 3.20225851e+04	 0.00000000e+00	 1.9068e+17	 3.7268e-37	 1.0000e+15
 3.020000e+02	 6.32978776e-02	-3.32970212e+00	 3.16656384e+04	 0.00000000e+00	 1.8840e+17	 3.7732e-37	 1.0000e+15
 3.030000e+02	 6.36145340e-02	-3.32938547e+00	 3.13129371e+04	 0.00000000e+00	 1.8617e+17	 3.8197e-37	 1.0000e+15
 3.040000e+02	 6.39276634e-02	-3.32907234e+00	 3.09643861e+04	 0.00000000e+00	 1.8399e+17	 3.8663e-37	 1.0000e+15
 3.050000e+02	 6.42373072e-02	-3.32876269e+00	 3.06198925e+04	 0.00000000e+00	 1.8186e+17	 3.9129e-37	 1.0000e+15
